Object ID,Stop ID,Stop Code,Stop Name,Stop Description,Zone ID,Stop URL,Location Type,Parent Station,Stop Time Zone,Wheelchair Boarding,Stop Latitude,Stop Longitude,x,y
1391,00018730,2654,Dixie Rd at Hillside Dr (n/of Queen St E),,,,0,,,1,43.716109,-79.730022,-8875505.44997649,5421613.98985832
1392,00018740,2655,Dixie Rd at Lisa St,,,,0,,,1,43.713347,-79.726415,-8875103.9205732,5421188.6040147
1393,00018870,2656,Hurontario St s/of Perth St,,,,0,,,1,43.727992,-79.816726,-8885157.29510624,5423444.35835521
1394,00018885,2658,Hurontario St s/of Roycrest St,,,,0,,,1,43.730397,-79.820099,-8885532.77574868,5423814.85075863
1395,00018920,2662,Mayfield Rd opp Summer Valley Dr,,,,0,,,1,43.736164,-79.822183,-8885764.76556749,5424703.32288603
1396,00018930,2663,Mayfield Rd w/of Inder Heights Dr,,,,0,,,1,43.740521,-79.817654,-8885260.59959369,5425374.62517597
1397,00018940,2664,Mayfield Rd w/of Kennedy Rd,,,,0,,,0,43.743348,-79.814669,-8884928.31091368,5425810.21972069
1398,00018950,2665,Kennedy Rd N s/of Kenpark Ave,,,,0,,,0,43.741911,-79.812274,-8884661.70073322,5425588.79891163
1399,00018960,2666,Kennedy Rd N at Carnforth Dr,,,,0,,,1,43.738572,-79.807720,-8884154.75177215,5425074.32807429
1400,00018970,2667,Kennedy Rd N opp Christie Dr,,,,0,,,1,43.737268,-79.805923,-8883954.71064719,5424873.41643584
1401,00019060,2668,Sandalwood Pkwy w/of Kennedy Rd,,,,0,,,1,43.727864,-79.793488,-8882570.45277918,5423424.64025754
1402,00019070,2669,Kennedy Rd N opp Piedmont Dr,,,,0,,,1,43.725764,-79.790272,-8882212.44929679,5423101.14623397
1403,00019080,2670,Kennedy Rd N opp Heart Lake Medical Bldg,,,,0,,,1,43.724146,-79.788020,-8881961.75780352,5422851.90952596
1404,00019090,2671,Kennedy Rd N at Ruth Ave,,,,0,,,1,43.723020,-79.786494,-8881791.88426057,5422678.4644667
1405,00019100,2672,Kennedy Rd N btwn Ruth Ave & Wexford Rd,,,,0,,,1,43.721024,-79.783763,-8881487.87073122,5422371.01569418
1406,00019110,2673,Kennedy Rd N at Wexford Rd,,,,0,,,1,43.719507,-79.781711,-8881259.44313611,5422137.3553163
1407,00019120,2674,Kennedy Rd n/of Bovaird Dr,,,,0,,,1,43.716266,-79.777378,-8880777.0957825,5421638.17059838
1408,00019130,2675,Kennedy Rd N btwn Bovaird Dr E & Centre St N,,,,0,,,1,43.713689,-79.773852,-8880384.58325797,5421241.27563709
1409,00019140,2676,Kennedy Rd N at Centre St N,,,,0,,,1,43.711669,-79.771202,-8880089.58660736,5420930.17859698
1410,00019150,2677,Kennedy Rd N btwn Centre St N & Williams Pky E,,,,0,,,1,43.709789,-79.768588,-8879798.59745843,5420640.6521583
1411,00019160,2678,Kennedy Rd n/of Williams Pky,,,,0,,,1,43.708471,-79.766922,-8879613.13918677,5420437.68105942
1412,00019170,2680,Kennedy Rd N at Linkdale Rd,,,,0,,,1,43.706142,-79.763755,-8879260.59035942,5420079.02756301
1413,00019180,2681,Kennedy Rd at Vodden St,,,,0,,,1,43.702714,-79.759125,-8878745.18111705,5419551.15931522
1414,00019190,2682,Kennedy Rd N opp Centennial Mall Private Entrance,,,,0,,,1,43.701408,-79.757375,-8878550.37200816,5419350.05992418
1415,00019200,2683,Kennedy Rd N at Edgemont Dr,,,,0,,,1,43.700032,-79.755547,-8878346.87997899,5419138.18659124
1416,00019210,2684,Kennedy Rd N at McCaul St,,,,0,,,1,43.698765,-79.753844,-8878157.30288617,5418943.10112892
1417,00019220,2685,Kennedy Rd N at Church St E,,,,0,,,1,43.697750,-79.752485,-8878006.01969819,5418786.82016903
1418,00019230,2686,Kennedy Rd S s/of Queen St E,,,,0,,,1,43.695192,-79.749143,-8877633.98995995,5418392.97309012
1419,00019240,2687,Kennedy Rd S s/of Eastern Ave,,,,0,,,0,43.693508,-79.746820,-8877375.39478284,5418133.70216653
1420,00019250,2689,Kennedy Rd S at Orenda Rd,,,,0,,,1,43.692361,-79.745272,-8877203.07221109,5417957.11265933
1421,00019260,2690,Kennedy Rd n/of Clarence St,,,,0,,,1,43.689892,-79.742022,-8876841.28386601,5417577.00250276
1422,00019270,2691,Kennedy Rd S at Research Rd,,,,0,,,1,43.687994,-79.739425,-8876552.18714843,5417284.81019293
1423,00019280,2692,Kennedy Rd S at Dean St,,,,0,,,1,43.686851,-79.737877,-8876379.86457668,5417108.85268814
1424,00019290,2693,Kennedy Rd S at Tullamore Crt (Tullamore Nursing),,,,0,,,0,43.684991,-79.735370,-8876100.78661326,5416822.52480824
1425,00019300,2694,Kennedy Rd S s/of Tullamore Crt,,,,0,,,1,43.683713,-79.733642,-8875908.42653317,5416625.79499122
1426,00019310,2695,Kennedy Rd S at Chamney Crt,,,,0,,,1,43.682276,-79.731730,-8875695.58366677,5416404.59440432
1427,00019320,2696,Kennedy Rd s/of Chamney Crt,,,,0,,,1,43.681153,-79.730235,-8875529.16102803,5416231.73221978
1428,00019330,2697,Kennedy Rd S s/of Rambler Dr,,,,0,,,1,43.678763,-79.727026,-8875171.93678208,5415863.85285561
1429,00019340,2698,Kennedy Rd S at 365 Kennedy Rd S,,,,0,,,1,43.677296,-79.725066,-8874953.75058012,5415638.05298889
1430,00019350,2699,Kennedy Rd n/of Steeles Ave,,,,0,,,1,43.676309,-79.723769,-8874809.36920056,5415486.13757566
1431,00019360,2700,Kennedy Rd S s/of Steeles Ave E,,,,0,,,1,43.674920,-79.721916,-8874603.09418412,5415272.35203213
1432,00019370,2701,Kennedy Rd S at Hartford Trail,,,,0,,,1,43.672711,-79.718161,-8874185.0894962,5414932.36779275
1433,00019372,2702,Kennedy Rd S at Brampton Golf Club (7700 Kennedy),,,,0,,,0,43.669734,-79.714209,-8873745.15486858,5414474.20149531
1434,00019375,2703,Kennedy Rd S opp CAA Centre,,,,0,,,1,43.667935,-79.711814,-8873478.54468813,5414197.34278674
1435,00019378,3875,Kennedy Rd at 7580 Kennedy Rd,,,,0,,,1,43.667707,-79.711027,-8873390.93624887,5414162.25511598
1436,00019390,6109,Kennedy Rd S opp Secretariat Court,,,,0,,,1,43.659340,-79.700225,-8872188.46310933,5412874.72211077
1437,00019400,6110,Kennedy Rd S at Gibraltar Dr,,,,0,,,0,43.654700,-79.693940,-8871488.82010969,5412160.78568783
1438,00019410,6111,Kennedy Rd S at Admiral Blvd,,,,0,,,0,43.652701,-79.691348,-8871200.27998956,5411853.22533887
1439,00019420,6112,Kennedy Rd S at Courtneypark Dr E,,,,0,,,1,43.647760,-79.684679,-8870457.89030546,5411093.06131435
1440,00019440,6114,Courtneypark Dr e/of Innovator Dr,,,,0,,,1,43.644990,-79.686641,-8870676.29914639,5410666.92911608
1441,00019450,6115,Courtneypark Dr btwn Innovator Dr and Edwards Bl,,,,0,,,1,43.642162,-79.688843,-8870921.42466512,5410231.89456467
1442,00019455,6116,Courtneypark Dr at Edwards Blvd,,,,0,,,1,43.639539,-79.691752,-8871245.25306384,5409828.41370812
1443,00019470,6118,Courtneypark Dr E at Hurontario St,,,,0,,,1,43.637548,-79.694014,-8871497.05775201,5409522.16150051
1444,00019490,6120,Hurontario St n/of Ambassador Dr,,,,0,,,1,43.639766,-79.697400,-8871873.98554784,5409863.33110354
1445,00019500,6121,Hurontario St n/of Superior Blvd,,,,0,,,1,43.641732,-79.700061,-8872170.20671284,5410165.74895477
1446,00019510,6122,Hurontario St n/of Admiral Blvd,,,,0,,,1,43.644036,-79.703173,-8872516.63296818,5410520.17189002
1447,00019530,6124,Derry Rd at Edwards Blvd,,,,0,,,1,43.648414,-79.703339,-8872535.11200366,5411193.67445542
1448,00019540,6125,Derry Rd btwn Edwards Blvd and  Kenderry Gate,,,,0,,,1,43.650725,-79.700698,-8872241.11722848,5411549.21376448
1449,00019550,6126,Derry Rd at Kenderry Gate,,,,0,,,1,43.652078,-79.699342,-8872090.16799895,5411757.37445614
1450,00019560,6127,Kennedy Rd S n/of Derry Rd,,,,0,,,1,43.656693,-79.696214,-8871741.96063175,5412467.43308638
1451,00019565,6128,Kennedy Rd S at Secretariat Crt,,,,0,,,1,43.658926,-79.699229,-8872077.5888965,5412811.01950726
1452,00019567,6129,Kennedy Rd S n/of Derry Rd,,,,0,,,1,43.656437,-79.696367,-8871758.99251385,5412428.04378913
1453,00019570,2726,Kennedy Rd S at CAA Centre,,,,0,,,1,43.666680,-79.709597,-8873231.74937704,5414004.20835649
1454,00019575,2727,Kennedy Rd at 7725 Kennedy Rd,,,,0,,,1,43.669974,-79.714062,-8873728.79090343,5414511.1371366
1455,00019610,2729,Kennedy Rd S n/of Steeles Ave E,,,,0,,,1,43.676230,-79.723212,-8874747.3642442,5415473.97829395
1456,00019620,2730,Kennedy Rd S at 370 Kennedy Rd S,,,,0,,,1,43.677738,-79.725238,-8874972.89753254,5415706.08481482
1457,00019630,2731,Kennedy Rd opp Rambler Dr,,,,0,,,1,43.679023,-79.727019,-8875171.15754564,5415903.87249448
1458,00019640,2732,Kennedy Rd S n/of Rambler Dr,,,,0,,,1,43.680951,-79.729602,-8875458.69579036,5416200.63891996
1459,00019650,2733,Kennedy Rd S at Glidden Rd,,,,0,,,1,43.682130,-79.731177,-8875634.02398836,5416382.12059805
1460,00019660,2734,Kennedy Rd S opp Tullamore Rd,,,,0,,,1,43.684125,-79.733846,-8875931.13570929,5416689.21603941
1461,00019670,2735,Kennedy Rd S at Stafford Dr,,,,0,,,1,43.685561,-79.735787,-8876147.20684092,5416910.26950538
1462,00019680,2736,Kennedy Rd S opp Dean St (at 110 Kennedy Rd ),,,,0,,,1,43.687008,-79.737725,-8876362.94401407,5417133.02163057
1463,00019690,2737,Kennedy Rd S opp Research Rd (at 90 Kennedy Rd ),,,,0,,,1,43.687906,-79.738914,-8876495.30288863,5417271.2630393
1464,00019700,2738,Kennedy Rd s/of Clarence St,,,,0,,,1,43.689537,-79.741097,-8876738.31333703,5417522.35044574
1465,00019710,2739,Kennedy Rd S n/of Orenda Rd,,,,0,,,1,43.693019,-79.745783,-8877259.95647089,5418058.41642743
1466,00019720,2740,Kennedy Rd S at Eastern Ave,,,,0,,,0,43.693939,-79.747006,-8877396.10020813,5418200.05881775
1467,00019730,2741,Kennedy Rd S at Queen St E,,,,0,,,1,43.695344,-79.748798,-8877595.58473563,5418416.37557448
1468,00019740,2742,Kennedy Rd N opp Church St,,,,0,,,1,43.697629,-79.751934,-8877944.68265876,5418768.18980744
1469,00019750,2743,Kennedy Rd N opp Edgemont Dr,,,,0,,,1,43.700271,-79.755425,-8878333.29900111,5419174.98691567
1470,00019760,2744,Kennedy Rd N at Centennial Mall,,,,0,,,1,43.701558,-79.757130,-8878523.09873292,5419373.15687505
1471,00019770,2745,Kennedy Rd n/of Vodden St,,,,0,,,1,43.703186,-79.759346,-8878769.78272451,5419623.83949906
1472,00019780,2746,Kennedy Rd N at Townsend Gate,,,,0,,,1,43.705816,-79.762885,-8879163.74240244,5420028.82642496
1473,00019790,2747,Kennedy Rd s/of Williams Pky,,,,0,,,1,43.708356,-79.766266,-8879540.11360081,5420419.97134976
1474,00019800,2748,Kennedy Rd N n/of Williams Pky E,,,,0,,,1,43.709922,-79.768443,-8879782.45613226,5420661.13431529
1475,00019810,2749,Kennedy Rd N at Rutherford Rd N,,,,0,,,1,43.711603,-79.770600,-8880022.5722739,5420920.01421712
1476,00019820,2750,Kennedy Rd N btwn Rutherford Rd N & Bovaird Dr E,,,,0,,,1,43.713484,-79.773236,-8880316.01045163,5421209.70342969
1477,00019830,2751,Kennedy Rd s/of Bovaird Dr,,,,0,,,1,43.715657,-79.775979,-8880621.35981488,5421544.37432347
1478,00019840,2752,Kennedy Rd N at Notre Dame Ave,,,,0,,,1,43.719166,-79.780852,-8881163.81969352,5422084.83260474
1479,00019850,2753,Kennedy Rd N btwn Notre Dame Ave & Cochrane Ave,,,,0,,,1,43.721192,-79.783648,-8881475.06898978,5422396.89275119
1480,00019860,2754,Kennedy Rd N at Cochrane Ave,,,,0,,,1,43.722820,-79.785819,-8881716.74360429,5422647.6575147
1481,00019870,2755,Kennedy Rd N at Heart Lake Medical,,,,0,,,1,43.724124,-79.787586,-8881913.44514452,5422848.52069251
1482,00019880,2756,Kennedy Rd N at Piedmont Dr,,,,0,,,1,43.725734,-79.789823,-8882162.46684542,5423096.52497294
1483,00019890,2757,Kennedy Rd N n/of Piedmont Dr,,,,0,,,1,43.727067,-79.791622,-8882362.73060936,5423301.86523802
1484,00019900,2758,Kennedy Rd N at Sandalwood Pky E,,,,0,,,1,43.727998,-79.792782,-8882491.86121868,5423445.28264207
1485,00019928,3729,Heart Lake Terminal Route 7 NB - Arrival,,,,0,place_HTLK,,1,43.727920,-79.798210,-8883096.10341471,5423433.26692008
1486,00019930,3544,Heart Lake Terminal Route 7 / 7A SB - Departure,,,,0,place_HTLK,,1,43.727939,-79.798234,-8883098.77508249,5423436.19382528
1487,00019940,6130,Kennedy Rd S at Ambassador Dr,,,,0,,,1,43.649809,-79.687449,-8870766.24529495,5411408.28871508
1488,00020200,2785,Bramalea Rd n/of Fleetwood Cres,,,,0,,,1,43.721962,-79.713914,-8873712.3156188,5422515.49685762
1489,00020270,2788,Queen St btwn Gateway Blvd & Airport Rd,,,,0,,,1,43.740380,-79.699158,-8872069.68521265,5425352.89991654
1490,00020300,2791,Queen St E e/of Delta Park Blvd,,,,0,,,1,43.746506,-79.692019,-8871274.97536788,5426296.8402854
1491,00020310,2792,Queen St w/of Auction Lane,,,,0,,,1,43.749832,-79.688064,-8870834.70678179,5426809.37595966
1492,00020355,2796,Chrysler Dr s/of Williams Pky E,,,,0,,,1,43.748287,-79.714160,-8873739.70021353,5426571.2883476
1493,00020370,7018,Hwy 7 w/of Roybridge Gate,,,,0,,,1,43.771787,-79.626013,-8863927.22105858,5430193.35012503
1494,00020390,7019,Hwy 7 e/of Hwy 27,,,,0,,,1,43.773906,-79.617913,-8863025.53318316,5430520.02214666
1495,00020400,7021,Hwy 7 e/of Martin Grove Rd,,,,0,,,1,43.775921,-79.608659,-8861995.38261535,5430830.67192276
1496,00020420,7023,Hwy 7 at Kipling Ave,,,,0,,,1,43.778486,-79.597502,-8860753.39105657,5431226.12958588
1497,00020430,7024,Hwy 7 at Islington Ave,,,,0,,,1,43.780468,-79.589553,-8859868.51242426,5431531.71511849
1498,00020450,7026,Hwy 7 at (EB) Helen Station,,,,0,,,1,43.782840,-79.578866,-8858678.84102615,5431897.44431982
1499,00020460,7027,Hwy 7 at (EB) Pine Valley Station,,,,0,,,1,43.784200,-79.572199,-8857936.67398103,5432107.14383026
1500,00020480,7029,Hwy 7 at (EB) Ansley Grove Station,,,,0,,,1,43.787695,-79.555273,-8856052.48027986,5432646.06261794
1501,00020500,7031,Hwy 7 at (EB) Weston Station,,,,0,,,1,43.789596,-79.546402,-8855064.96507703,5432939.20449432
1502,00020510,7032,Hwy 7 at (WB) Commerce Station,,,,0,,,1,43.792083,-79.534404,-8853729.35382649,5433322.72401504
1503,00020930,7071,Hwy 7 at (EB) Commerce Station,,,,0,,,1,43.792380,-79.532665,-8853535.76923201,5433368.5253623
1504,00020940,7072,Hwy 7 at (WB) Weston Station,,,,0,,,1,43.789215,-79.548446,-8855292.50211622,5432880.45200877
1505,00020960,7074,Hwy 7 at (WB) Ansley Grove Station,,,,0,,,1,43.787511,-79.556975,-8856241.94605319,5432617.68956981
1506,00020980,7076,Hwy 7 at (WB) Pine Valley Station,,,,0,,,1,43.783988,-79.573933,-8858129.70197806,5432074.4550633
1507,00020985,7077,Hwy 7 at (WB) Helen Station,,,,0,,,1,43.782625,-79.580427,-8858852.61075128,5431864.29373095
1508,00021010,7079,Hwy 7 at Islington Ave,,,,0,,,1,43.780548,-79.590234,-8859944.32099748,5431544.04976237
1509,00021020,7080,Hwy 7 w/of Kipling Ave,,,,0,,,1,43.778903,-79.597045,-8860702.51804928,5431290.42196701
1510,00021040,7082,Hwy 7 at Martin Grove Rd,,,,0,,,1,43.776036,-79.609228,-8862058.72340561,5430848.4016302
1511,00021060,7084,Hwy 7 e/of Hwy 27,,,,0,,,1,43.773557,-79.620324,-8863293.92447546,5430466.21836058
1512,00021070,7085,Hwy 7 e/of Vaughan Valley Blvd,,,,0,,,1,43.772439,-79.624919,-8863805.43753565,5430293.86336042
1513,00021100,2881,Queen St E w/of Palleschi Dr,,,,0,,,1,43.765197,-79.661737,-8867903.99854768,5429177.48797565
1514,00021135,2885,Queen St e/of Sun Pac Blvd,,,,0,,,1,43.750946,-79.687392,-8870759.90008398,5426981.04941689
1515,00021137,2886,Queen St E at Maritime Ontario,,,,0,,,1,43.745823,-79.693447,-8871433.93960073,5426191.59370005
1516,00021160,2888,Queen St E at Canadian Tire,,,,0,,,1,43.740465,-79.699715,-8872131.69016902,5425365.99669801
1517,00021200,2890,Torbram Rd n/of Queen St E,,,,0,,,1,43.734883,-79.708062,-8873060.87395868,5424505.96283333
1518,00021210,2891,Bramalea Rd at Kensington Rd,,,,0,,,1,43.723254,-79.716016,-8873946.30918845,5422714.50873109
1519,00022620,2895,Bartley Bull Pkwy e/of Main St,,,,0,,,1,43.667860,-79.734793,-8876036.55526707,5414185.80077507
1520,00022640,2897,Bartley Bull Pky at Golf View Dr,,,,0,,,0,43.670382,-79.732269,-8875755.58487231,5414573.92806578
1521,00022650,2898,Bartley Bull Pky at Caldwell Cres (W),,,,0,,,0,43.672116,-79.729222,-8875416.39438386,5414840.79427686
1522,00022660,2899,Bartley Bull Pky at Orchard Dr,,,,0,,,1,43.673988,-79.726785,-8875145.10878479,5415128.90763085
1523,00022670,2900,Bartley Bull Pky opp Kilmanagh Crt,,,,0,,,1,43.675408,-79.726222,-8875082.43591148,5415347.46114806
1524,00022680,2901,Bartley Bull Pky at Rambler Dr,,,,0,,,1,43.677577,-79.728692,-8875357.39505374,5415681.30393332
1525,00022690,2902,Bartley Bull Pky s/of Robert Cres,,,,0,,,1,43.679334,-79.731476,-8875667.30851611,5415951.74236722
1526,00022700,2903,Bartley Bull Pky btwn Roberts Cres & Tullamore Rd,,,,0,,,1,43.681554,-79.733948,-8875942.49029735,5416293.45734792
1527,00022710,2904,Bartley Bull Pky at Tullamore Rd,,,,0,,,0,43.682312,-79.735576,-8876123.71842836,5416410.13589921
1528,00022720,2905,Harper Rd n/of Bartley Bull Pkwy,,,,0,,,0,43.680833,-79.737858,-8876377.74950635,5416182.47555564
1529,00022730,2906,Harper Rd at Jersey Ave,,,,0,,,0,43.682210,-79.740261,-8876645.25024273,5416394.43500568
1530,00022740,2907,Harper Rd s/of Cornwall Rd,,,,0,,,1,43.683429,-79.742379,-8876881.02492423,5416582.07782326
1531,00022760,2909,Sterne Ave n/of Eldomar Ave,,,,0,,,1,43.684391,-79.743643,-8877021.73276059,5416730.16286987
1532,00022770,2910,Sterne Ave at Clarence St,,,,0,,,1,43.685874,-79.745633,-8877243.25854727,5416958.45247439
1533,00022780,2911,Centre St at Hardwick Dr,,,,0,,,1,43.686598,-79.746809,-8877374.17026844,5417069.9054172
1534,00022790,2912,Centre St n/of Ardglen Dr,,,,0,,,1,43.687919,-79.749145,-8877634.21259893,5417273.26432212
1535,00022800,2913,Centre St S at John St,,,,0,,,1,43.690194,-79.753628,-8878133.25787616,5417623.49549324
1536,00022810,2914,Centre St s/of Wilson Ave,,,,0,,,1,43.691426,-79.755768,-8878371.48158646,5417813.16468787
1537,00022820,2915,Centre St N n/of Church St,,,,0,,,0,43.692887,-79.758267,-8878649.66899395,5418038.09400185
1538,00022830,2916,Centre St N at Woodward Ave,,,,0,,,0,43.693936,-79.760105,-8878854.27421803,5418199.59693686
1539,00022840,2917,Centre St N n/of Beech St,,,,0,,,1,43.696666,-79.762723,-8879145.70864492,5418619.91810459
1540,00022850,2918,Centre St N n/of Vodden St E,,,,0,,,1,43.698040,-79.764510,-8879344.63657497,5418831.47160191
1541,00022860,2919,Centre St N n/of Tolton (Sr. John A. McDonald PS),,,,0,,,1,43.699249,-79.766566,-8879573.50944804,5419017.62421277
1542,00022875,2921,Centre St N opp Prouse Dr,,,,0,,,1,43.702207,-79.770730,-8880037.04380771,5419473.0903484
1543,00022880,2922,Centre St N n/of Williams Pky E,,,,0,,,1,43.703827,-79.772913,-8880280.05425611,5419722.54380056
1544,00022890,2923,Centre St N at Claypine Trail,,,,0,,,1,43.706048,-79.771615,-8880135.56155706,5420064.55236022
1545,00022900,2924,Centre St N at Blackthorn Lane (N),,,,0,,,1,43.708265,-79.771825,-8880158.93865013,5420405.95760358
1546,00022910,2925,Centre St N opp Foster Cres,,,,0,,,1,43.709680,-79.772612,-8880246.54708938,5420623.86606352
1547,00022920,2926,Centre St N at Kennedy Rd N,,,,0,,,1,43.711381,-79.770978,-8880064.65104142,5420885.82502156
1548,00022930,2927,Rutherford Rd N e/of Kennedy Rd N,,,,0,,,1,43.712236,-79.770089,-8879965.68801411,5421017.50032147
1549,00022940,2928,Rutherford Rd at Weybridge Trail (W),,,,0,,,1,43.713494,-79.768538,-8879793.03148389,5421211.24353486
1550,00022950,2929,Rutherford Rd N opp Wikander Way,,,,0,,,1,43.713595,-79.766416,-8879556.81152442,5421226.79861151
1551,00022960,2930,Rutherford Rd at Weybridge Trail (E),,,,0,,,1,43.713857,-79.763677,-8879251.90743914,5421267.14952662
1552,00022970,2932,Rutherford Rd opp Carl Dalli Ct,,,,0,,,1,43.712721,-79.760087,-8878852.27046719,5421092.19416287
1553,00022980,2933,Rutherford Rd N at Bruce Beer Dr (S),,,,0,,,1,43.709452,-79.757554,-8878570.29819702,5420588.753964
1554,00022990,2934,Rutherford Rd N opp Century Gardens Park,,,,0,,,1,43.707975,-79.756684,-8878473.45024002,5420361.29855439
1555,00023000,2935,Rutherford Rd n/of Vodden St,,,,0,,,1,43.707010,-79.754762,-8878259.49417872,5420212.69327403
1556,00023010,2936,Rutherford Rd N at Reigate Ave,,,,0,,,1,43.705910,-79.750199,-8877751.54334223,5420043.30157173
1557,00023020,2937,Rutherford Rd n/of Madoc Dr,,,,0,,,1,43.704466,-79.747806,-8877485.15580076,5419820.94118279
1558,00023030,2938,Rutherford Rd n/of Archdekin Dr,,,,0,,,1,43.702860,-79.744642,-8877132.94093189,5419573.64083638
1559,00023040,2939,Queen St E w/of Hwy 410 Ramp ( at Burger King ),,,,0,,,1,43.703170,-79.740688,-8876692.7836653,5419621.37575464
1560,00023058,3584,Queen St w/of Dixie Rd,,,,0,,,0,43.713638,-79.729076,-8875400.1417382,5421233.42107785
1561,00023070,2942,Peel Centre Dr e/of BCC Entrance (opp ROP Bldg),,,,0,,,1,43.717339,-79.723411,-8874769.51682286,5421803.43302121
1562,00023140,2949,Team Canada Dr btwn Knightsbridge & Peel Cente Dr,,,,0,,,1,43.717650,-79.719575,-8874342.49525618,5421851.33349378
1563,00023150,2950,Peel Centre Dr at Region of Peel Bldg.,,,,0,,,1,43.718550,-79.722318,-8874647.84461943,5421989.95362546
1564,00023180,2954,Queen St E w/of Hwy 410 (Petro Canada),,,,0,,,1,43.703861,-79.740470,-8876668.5160163,5419727.77931561
1565,00023190,2956,Rutherford Rd N n/of Queen St E,,,,0,,,1,43.702254,-79.742905,-8876939.57897638,5419480.32748324
1566,00023200,2957,Rutherford Rd N n/of Archdekin Dr (S),,,,0,,,1,43.702996,-79.744509,-8877118.13543962,5419594.58257658
1567,00023210,2958,Rutherford Rd s/of Madoc Dr,,,,0,,,1,43.704396,-79.747285,-8877427.15834606,5419810.16207567
1568,00023220,2959,Rutherford Rd N at Herkley Dr,,,,0,,,1,43.706221,-79.750375,-8877771.13557261,5420091.19291055
1569,00023230,2960,Rutherford Rd s/of Vodden St,,,,0,,,0,43.706955,-79.754044,-8878179.56678433,5420204.22361509
1570,00023235,2961,Rutherford Rd n/of Vodden St,,,,0,,,1,43.707542,-79.755621,-8878355.11762131,5420294.61837621
1571,00023250,2963,Rutherford Rd N at Archdekin Dr (N),,,,0,,,1,43.709673,-79.757438,-8878557.38513609,5420622.78805849
1572,00023260,2964,Rutherford Rd n/of Carl Dalli Ct,,,,0,,,1,43.712928,-79.759991,-8878841.58379608,5421124.07398646
1573,00023265,2965,Rutherford Rd N btwn Williams Pky & Wikander Way,,,,0,,,1,43.714315,-79.762461,-8879116.54293834,5421337.68704621
1574,00023270,2966,Rutherford Rd N w/of Thorson Gate,,,,0,,,1,43.713679,-79.764687,-8879364.34012485,5421239.73552691
1575,00023290,2968,Rutherford Rd e/of Winterfold Dr,,,,0,,,1,43.713864,-79.767642,-8879693.28922014,5421268.22760692
1576,00023300,2969,Rutherford Rd N at Kennedy Rd N,,,,0,,,1,43.711925,-79.770700,-8880033.70422299,5420969.60417629
1577,00023310,2970,Centre St N at Foster Cres,,,,0,,,1,43.709645,-79.772831,-8880270.92605786,5420618.47603957
1578,00023320,2971,Centre St N s/of Dawson Cres,,,,0,,,1,43.708112,-79.771927,-8880170.29323819,5420382.39607828
1579,00023330,2972,Centre St N opp Claypine Trail,,,,0,,,0,43.706134,-79.771782,-8880154.15191202,5420077.79562997
1580,00023340,2973,Centre St N at Williams Pky E,,,,0,,,1,43.703439,-79.772686,-8880254.7847317,5419662.79754503
1581,00023350,2974,Centre St N at Linkdale Rd,,,,0,,,1,43.701613,-79.770212,-8879979.38031148,5419381.62577152
1582,00023360,2975,Centre St N at Tolton Dr,,,,0,,,1,43.698814,-79.765877,-8879496.81031889,5418950.64579392
1583,00023370,2976,Centre St N at Vodden St E,,,,0,,,1,43.697458,-79.764039,-8879292.20509481,5418741.86101342
1584,00023390,2978,Centre St N at Scott St,,,,0,,,1,43.694067,-79.760579,-8878907.03965666,5418219.76575729
1585,00023400,2979,Centre St N at Church St,,,,0,,,1,43.692600,-79.758031,-8878623.39759412,5417993.90827634
1586,00023410,2980,Centre St N at Queen St E,,,,0,,,1,43.690848,-79.754997,-8878285.65425906,5417724.1797916
1587,00023430,2982,Centre St S at Haslemere Ave,,,,0,,,1,43.687904,-79.749667,-8877692.32137313,5417270.95514968
1588,00023440,2983,Centre St n/of Hardwick Dr,,,,0,,,1,43.686883,-79.747406,-8877440.62800444,5417113.77883688
1589,00023450,2984,Sterne Ave s/of Clarence St,,,,0,,,1,43.685535,-79.745424,-8877219.99277369,5416906.26709754
1590,00023460,2985,Sterne Ave at Eldomar Ave,,,,0,,,1,43.684175,-79.743584,-8877015.16491063,5416696.91279819
1591,00023480,2987,Harper Rd n/of Golding Ave,,,,0,,,1,43.683194,-79.742220,-8876863.32512519,5416545.90356258
1592,00023490,2988,Harper Rd opp Jersey Ave,,,,0,,,1,43.682262,-79.740598,-8876682.76491113,5416402.43937943
1593,00023500,2989,Harper Rd at Bartley Bull Pky,,,,0,,,1,43.680609,-79.737705,-8876360.71762426,5416147.99604705
1594,00023510,2990,Bartley Bull Pky opp Tullamore Rd,,,,0,,,1,43.682152,-79.735896,-8876159.34066541,5416385.50705851
1595,00023520,2991,Bartley Bull Pky btwn Tullamore Rd & Roberts Cres,,,,0,,,1,43.681499,-79.734080,-8875957.18447013,5416284.99128349
1596,00023530,2992,Bartley Bull Pky at Roberts Cres,,,,0,,,1,43.680049,-79.732463,-8875777.18085352,5416061.79783877
1597,00023540,2993,Bartley Bull Pky at Watson Cres,,,,0,,,1,43.678839,-79.731113,-8875626.89954095,5415875.55088595
1598,00023550,2994,Bartley Bull Pky at Caledon Cres,,,,0,,,1,43.677465,-79.728722,-8875360.73463846,5415664.06509845
1599,00023560,2995,Bartley Bull Pky s/of Kilmanagh Crt,,,,0,,,1,43.675222,-79.726336,-8875095.12633343,5415318.83342118
